heaney,7270,7370,150822_184151ana,SI,89.62,L,2
heaney,8051,8151,150822_184217ana,SI,92.01,L,2
heaney,8532,8632,150822_184233ana,SI,91.49,L,2
heaney,9374,9474,150822_184301ana,SL,80.52,L,2
heaney,10486,10586,150822_184338ana,CH,83.81,L,2
heaney,11568,11668,150822_184414ana,SI,91.66,L,2
heaney,11988,12088,150822_184428ana,SI,91.87,L,2
heaney,13040,13140,150822_184503ana,SI,92.88,L,2
heaney,13431,13531,150822_184516ana,CH,84.17,L,2
heaney,14543,14643,150822_184553ana,SI,92.41,L,2
heaney,14904,15004,150822_184605ana,SI,91.48,L,2
heaney,15294,15394,150822_184618ana,SI,92.43,L,2
heaney,15715,15815,150822_184632ana,SL,82.1,L,2
heaney,16256,16356,150822_184650ana,SI,93.11,L,2
heaney,16675,16775,150822_184704ana,CH,83.5,L,2
